22	128
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	1	2	3	4	5	6	7	8	0	0	0	0	9	10	11	9	0	0	0	0	5	6	7	8	1	2	3	4	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	13	14	12	13	13	14	5	6	7	8	0	0	0	0	15	16	17	18	0	0	0	0	5	6	7	8	12	13	13	14	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	19	20	21	15	5	6	7	8	0	0	0	0	11	9	9	10	0	0	0	0	5	6	7	8	19	20	21	15	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	22	0	0	23	5	6	7	8	0	0	0	0	17	18	18	16	0	0	0	0	5	6	7	8	22	0	0	23	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	9	10	11	9	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	15	16	17	18	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	24	9	9	25	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	26	18	18	16	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	5	6	7	8	27	28	27	28	27	28	27	28	0	0	0	0	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	9	25	24	9	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	5	6	7	8	29	29	30	30	29	29	30	30	0	0	0	0	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	29	29	30	30	5	6	7	8	0	0	0	0	5	6	7	8	0	0	0	0	18	16	26	18	0	0	0	0	5	6	7	8	0	0	0	0	5	6	7	8	
29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	5	6	7	8	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	31	11	19	20	21	15	10	32	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	29	30	5	6	7	8	0	0	0	0	5	6	7	8	12	13	13	14	11	9	9	10	12	13	13	14	5	6	7	8	0	0	0	0	5	6	7	8	
24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	5	6	7	8	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	33	34	22	0	0	23	35	36	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	5	6	7	8	0	0	0	0	5	6	7	8	1	3	2	4	17	18	18	16	1	3	2	4	5	6	7	8	0	0	0	0	5	6	7	8	
9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	5	6	7	8	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	37	38	0	0	0	0	17	39	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	9	10	11	9	5	6	7	8	0	0	0	0	5	6	7	8	1	2	3	4	9	10	11	9	1	2	3	4	5	6	7	8	0	0	0	0	0	0	0	0	
18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	5	6	7	8	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	40	41	0	0	0	0	42	43	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	5	6	7	8	0	0	0	0	5	6	7	8	12	13	13	14	15	16	17	18	12	13	13	14	5	6	7	8	0	0	0	0	0	0	0	0	
24	9	9	25	24	9	9	25	31	11	19	20	21	15	10	32	24	9	9	25	24	9	9	25	24	9	9	25	24	9	9	25	5	6	7	8	24	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	24	9	9	25	24	9	9	25	0	0	0	0	12	13	13	14	5	6	7	8	24	9	9	25	11	9	9	10	24	9	9	25	5	6	7	8	12	13	13	14	5	6	7	8	
26	18	18	16	26	18	18	16	33	34	22	0	0	23	35	36	26	18	18	16	26	18	18	16	26	18	18	16	26	18	18	16	5	6	7	8	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	26	18	18	16	26	18	18	16	0	0	0	0	1	3	2	4	5	6	7	8	26	18	18	16	17	18	18	16	26	18	18	16	5	6	7	8	1	3	2	4	5	6	7	8	
9	25	24	9	9	25	24	9	37	38	0	0	0	0	17	39	9	25	24	9	9	25	24	9	9	25	24	9	9	25	24	9	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	24	9	9	25	24	9	0	0	0	0	1	2	3	4	0	0	0	0	9	25	24	9	9	10	11	9	9	25	24	9	0	0	0	0	1	2	3	4	5	6	7	8	
18	16	26	18	18	16	26	18	40	41	0	0	0	0	42	43	18	16	26	18	18	16	26	18	18	16	26	18	18	16	26	18	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	26	18	18	16	26	18	0	0	0	0	12	13	13	14	0	0	0	0	18	16	44	18	15	16	17	18	18	16	26	18	0	0	0	0	12	13	13	14	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	9	25	5	6	7	8	24	9	9	25	24	9	9	25	24	9	9	25	5	6	7	8	24	9	9	25	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	18	18	16	5	6	7	8	26	18	18	16	26	18	18	16	26	18	18	16	5	6	7	8	26	18	18	16	5	6	7	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
